,State,County,Votes_Left,Votes_Right,total_shootings,shootings_normalized
1815,Michigan,St. Joseph County,18128,9262,0,0
1816,Michigan,Sanilac County,16194,5966,0,0
1817,Michigan,Schoolcraft County,3090,1589,0,0
1818,Michigan,Shiawassee County,23154,15371,0,0
1819,Michigan,Tuscola County,20310,8713,0,0
1820,Michigan,Van Buren County,21591,16800,0,0
1821,Michigan,Washtenaw County,56241,157130,0,0
1822,Michigan,Wayne County,264149,587074,0,0
1823,Michigan,Wexford County,12102,5838,0,0
1824,Minnesota,Aitkin County,6256,3604,0,0
1825,Minnesota,Anoka County,104851,100832,0,0
1826,Minnesota,Becker County,12452,6592,0,0
1827,Minnesota,Beltrami County,12181,11424,0,0
1828,Minnesota,Benton County,14375,7280,0,0
1829,Minnesota,Big Stone County,1862,1052,0,0
1830,Minnesota,Blue Earth County,16721,18319,0,0
1831,Minnesota,Brown County,9548,4745,0,0
1832,Minnesota,Carlton County,9787,10094,0,0
1833,Minnesota,Carver County,34006,30761,0,0
1834,Minnesota,Cass County,11619,6339,0,0
1835,Minnesota,Chippewa County,4250,2226,0,0
1836,Minnesota,Chisago County,21909,11798,0,0
1837,Minnesota,Clay County,15031,16345,0,0
1838,Minnesota,Clearwater County,3371,1258,0,0
1839,Minnesota,Cook County,1202,2494,0,0
1840,Minnesota,Cottonwood County,4164,1834,0,0
1841,Minnesota,Crow Wing County,25668,13723,0,0
1842,Minnesota,Dakota County,109033,145206,0,0
1843,Minnesota,Dodge County,8574,4074,0,0
1844,Minnesota,Douglas County,15790,7864,0,0
1845,Minnesota,Faribault County,5186,2529,0,0
1846,Minnesota,Fillmore County,7298,4551,0,0
1847,Minnesota,Freeborn County,9578,6889,0,0
1848,Minnesota,Goodhue County,16052,11802,0,0
1849,Minnesota,Grant County,2267,1299,0,0
1850,Minnesota,Hennepin County,205877,532373,0,0
1851,Minnesota,Houston County,6332,4851,0,0
1852,Minnesota,Hubbard County,8202,4462,0,0
1853,Minnesota,Isanti County,16484,7134,0,0
1854,Minnesota,Itasca County,15232,10784,0,0
1855,Minnesota,Jackson County,3945,1744,0,0
1856,Minnesota,Kanabec County,6276,2773,0,0
1857,Minnesota,Kandiyohi County,14433,8434,0,0
1858,Minnesota,Kittson County,1545,1006,0,0
1859,Minnesota,Koochiching County,4131,2657,0,0
1860,Minnesota,Lac qui Parle County,2527,1445,0,0
1861,Minnesota,Lake County,3392,3646,0,0
1862,Minnesota,Lake of the Woods County,1704,671,0,0
1863,Minnesota,Le Sueur County,10774,5669,0,0
1864,Minnesota,Lincoln County,2120,937,0,0
1865,Minnesota,Lyon County,7975,4624,0,0
1866,Minnesota,McLeod County,13982,6410,0,0
1867,Minnesota,Mahnomen County,1142,1110,0,0
1868,Minnesota,Marshall County,3716,1293,0,0
1869,Minnesota,Martin County,7476,3304,0,0
1870,Minnesota,Meeker County,9352,3865,0,0
1871,Minnesota,Mille Lacs County,9948,4401,0,0
1872,Minnesota,Morrison County,14815,4365,0,0
1873,Minnesota,Mower County,10067,8997,0,0
1874,Minnesota,Murray County,3362,1449,0,0
1875,Minnesota,Nicollet County,9016,9619,0,0
1876,Minnesota,Nobles County,5598,2928,0,0
1877,Minnesota,Norman County,1954,1404,0,0
1878,Minnesota,Olmsted County,39687,49486,0,0
1879,Minnesota,Otter Tail County,23794,11940,0,0
1880,Minnesota,Pennington County,4532,2567,0,0
1881,Minnesota,Pine County,10256,5416,0,0
1882,Minnesota,Pipestone County,3553,1306,0,0
1883,Minnesota,Polk County,9857,5435,0,0
1884,Minnesota,Pope County,4413,2478,0,0
1885,Minnesota,Ramsey County,77323,211357,0,0
1886,Minnesota,Red Lake County,1450,689,0,0
1887,Minnesota,Redwood County,5775,2358,0,0
1888,Minnesota,Renville County,5465,2497,0,0
1889,Minnesota,Rice County,17455,17386,0,0
1890,Minnesota,Rock County,3578,1554,0,0
1891,Minnesota,Roseau County,6053,2182,0,0
1892,Minnesota,St. Louis County,49214,67836,0,0
1893,Minnesota,Scott County,45840,40007,0,0
1894,Minnesota,Sherburne County,36205,18056,0,0
1895,Minnesota,Sibley County,5864,2417,0,0
1896,Minnesota,Stearns County,50960,31883,0,0
1897,Minnesota,Steele County,12472,7794,0,0
1898,Minnesota,Stevens County,3045,1921,0,0
1899,Minnesota,Swift County,3316,1784,0,0
1900,Minnesota,Todd County,9755,3286,0,0
1901,Minnesota,Traverse County,1173,662,0,0
1902,Minnesota,Wabasha County,8149,4691,0,0
1903,Minnesota,Wadena County,5517,2021,0,0
1904,Minnesota,Waseca County,6623,3494,0,0
1905,Minnesota,Washington County,73749,89136,0,0
1906,Minnesota,Watonwan County,3103,1987,0,0
1907,Minnesota,Wilkin County,2333,1027,0,0
1908,Minnesota,Winona County,13227,13330,0,0
1909,Minnesota,Wright County,53565,30854,0,0
1910,Minnesota,Yellow Medicine County,3734,1685,0,0
1911,Mississippi,Adams County,5222,6914,0,0
1912,Mississippi,Alcorn County,12689,2741,0,0
1913,Mississippi,Amite County,3781,2114,0,0
1914,Mississippi,Attala County,5178,3542,0,0
1915,Mississippi,Benton County,2553,1661,0,0
1916,Mississippi,Bolivar County,4260,7203,0,0
1917,Mississippi,Calhoun County,4592,1878,0,0
1918,Mississippi,Carroll County,3257,1203,0,0
1919,Mississippi,Chickasaw County,4173,3808,0,0
1920,Mississippi,Choctaw County,2971,1170,0,0
1921,Mississippi,Claiborne County,479,2337,0,0
1922,Mississippi,Clarke County,5372,2815,0,0
1923,Mississippi,Clay County,4147,5728,0,0
1924,Mississippi,Coahoma County,1846,5189,0,0
1925,Mississippi,Copiah County,5407,5227,0,0
1926,Mississippi,Covington County,5811,3382,0,0
1927,Mississippi,DeSoto County,45788,27733,0,0
1928,Mississippi,Forrest County,15326,10603,0,0
1929,Mississippi,Franklin County,2894,1476,0,0
1930,Mississippi,George County,9602,1208,0,0
1931,Mississippi,Greene County,4740,952,0,0
1932,Mississippi,Grenada County,4889,2866,0,0
1933,Mississippi,Hancock County,13999,3095,0,0
1934,Mississippi,Harrison County,41281,18499,0,0
1935,Mississippi,Hinds County,21242,59192,0,0
1936,Mississippi,Holmes County,1196,5182,0,0
1937,Mississippi,Humphreys County,1115,2994,0,0
1938,Mississippi,Issaquena County,308,355,0,0
1939,Mississippi,Itawamba County,9374,1230,0,0
1940,Mississippi,Jackson County,32563,12061,0,0
1941,Mississippi,Jasper County,4256,4287,0,0
1942,Mississippi,Jefferson County,529,3325,0,0
1943,Mississippi,Jefferson Davis County,1927,2645,0,0
1944,Mississippi,Jones County,19130,7017,0,0
1945,Mississippi,Kemper County,1609,2275,0,0
1946,Mississippi,Lafayette County,9878,6904,0,0
1947,Mississippi,Lamar County,20406,7205,0,0
1948,Mississippi,Lauderdale County,17812,12668,0,0
1949,Mississippi,Lawrence County,4254,2240,0,0
1950,Mississippi,Leake County,4973,3358,0,0
1951,Mississippi,Lee County,21297,9910,0,0
1952,Mississippi,Leflore County,2623,5444,0,0
1953,Mississippi,Lincoln County,10107,3978,0,0
1954,Mississippi,Lowndes County,13699,12913,0,0
1955,Mississippi,Madison County,26188,18931,0,0
1956,Mississippi,Marion County,7783,3421,0,0
1957,Mississippi,Marshall County,6591,6283,0,0
1958,Mississippi,Monroe County,9677,4565,0,0
1959,Mississippi,Montgomery County,2866,2084,0,0
1960,Mississippi,Neshoba County,8311,3247,0,0
1961,Mississippi,Newton County,6037,2542,0,0
1962,Mississippi,Noxubee County,1057,2867,0,0
1963,Mississippi,Oktibbeha County,8972,10257,0,0
1964,Mississippi,Panola County,7976,7276,0,0
1965,Mississippi,Pearl River County,19283,4068,0,0
1966,Mississippi,Perry County,4426,1340,0,0
1967,Mississippi,Pike County,7106,7328,0,0
1968,Mississippi,Pontotoc County,11425,2580,0,0
1969,Mississippi,Prentiss County,8274,2128,0,0
1970,Mississippi,Quitman County,1020,2138,0,0
1971,Mississippi,Rankin County,39025,13496,0,0
1972,Mississippi,Scott County,5688,3575,0,0
1973,Mississippi,Sharkey County,687,1440,0,0
1974,Mississippi,Simpson County,6552,3384,0,0
1975,Mississippi,Smith County,5697,1518,0,0
1976,Mississippi,Stone County,5239,1208,0,0
1977,Mississippi,Sunflower County,2361,5118,0,0
1978,Mississippi,Tallahatchie County,2228,2636,0,0
1979,Mississippi,Tate County,5529,2744,0,0
1980,Mississippi,Tippah County,7987,1906,0,0
1981,Mississippi,Tishomingo County,7854,1050,0,0
1982,Mississippi,Tunica County,912,2525,0,0
1983,Mississippi,Union County,9052,1792,0,0
1984,Mississippi,Walthall County,0,0,0,0
1985,Mississippi,Warren County,10236,10681,0,0
1986,Mississippi,Washington County,4114,6218,0,0
1987,Mississippi,Wayne County,6264,3592,0,0
1988,Mississippi,Webster County,4255,1024,0,0
1989,Mississippi,Wilkinson County,1188,2364,0,0
1990,Mississippi,Winston County,5084,4009,0,0
1991,Mississippi,Yalobusha County,3658,2767,0,0
1992,Mississippi,Yazoo County,4370,4533,0,0
1993,Missouri,Adair County,6391,3705,0,0
1994,Missouri,Andrew County,7255,2351,0,0
1995,Missouri,Atchison County,2199,564,0,0
1996,Missouri,Audrain County,7727,2703,0,0
1997,Missouri,Barry County,12425,2948,0,0
1998,Missouri,Barton County,5168,844,0,0
1999,Missouri,Bates County,6595,1672,0,0
2000,Missouri,Benton County,8106,2179,0,0
2001,Missouri,Bollinger County,5162,749,0,0
2002,Missouri,Boone County,38596,49999,0,0
2003,Missouri,Buchanan County,22450,13445,0,0
2004,Missouri,Butler County,14599,3301,0,0
2005,Missouri,Caldwell County,3725,897,0,0
2006,Missouri,Callaway County,14812,5868,0,0
2007,Missouri,Camden County,18825,5640,0,0
2008,Missouri,Cape Girardeau County,28873,10738,0,0
2009,Missouri,Carroll County,3706,785,0,0
2010,Missouri,Carter County,2451,418,0,0
2011,Missouri,Cass County,37172,19035,0,0
2012,Missouri,Cedar County,5786,1143,0,0
2013,Missouri,Chariton County,3109,916,0,0
2014,Missouri,Christian County,34904,11126,0,0
2015,Missouri,Clark County,2672,678,0,0
2016,Missouri,Clay County,64583,59519,0,0
2017,Missouri,Clinton County,7789,2894,0,0
2018,Missouri,Cole County,26066,12687,0,0
2019,Missouri,Cooper County,6272,2249,0,0
2020,Missouri,Crawford County,8725,2113,0,0
2021,Missouri,Dade County,3414,656,0,0
2022,Missouri,Dallas County,6620,1380,0,0
2023,Missouri,Daviess County,3077,740,0,0
2024,Missouri,DeKalb County,3827,930,0,0
2025,Missouri,Dent County,5987,1056,0,0
2026,Missouri,Douglas County,5896,1012,0,0
2027,Missouri,Dunklin County,8135,2200,0,0
2028,Missouri,Franklin County,38034,14561,0,0
2029,Missouri,Gasconade County,6222,1601,0,0
2030,Missouri,Gentry County,2580,613,0,0
2031,Missouri,Greene County,81312,53307,0,0
2032,Missouri,Grundy County,3585,799,0,0
2033,Missouri,Harrison County,3198,597,0,0
2034,Missouri,Henry County,8019,2615,0,0
2035,Missouri,Hickory County,3965,1054,0,0
2036,Missouri,Holt County,1976,338,0,0
2037,Missouri,Howard County,3552,1412,0,0
2038,Missouri,Howell County,15174,3214,0,0
2039,Missouri,Iron County,3596,945,0,0
2040,Missouri,Jackson County,125897,198031,0,0
2041,Missouri,Jasper County,37714,13539,0,0
2042,Missouri,Jefferson County,77021,37507,0,0
2043,Missouri,Johnson County,15468,6961,0,0
2044,Missouri,Knox County,1486,340,0,0
2045,Missouri,Laclede County,13755,2779,0,0
2046,Missouri,Lafayette County,12262,4470,0,0
2047,Missouri,Lawrence County,14421,3214,0,0
2048,Missouri,Lewis County,3541,984,0,0
2049,Missouri,Lincoln County,21702,6553,0,0
2050,Missouri,Linn County,4344,1274,0,0
2051,Missouri,Livingston County,5266,1409,0,0
2052,Missouri,McDonald County,7465,1437,0,0
2053,Missouri,Macon County,6075,1661,0,0
2054,Missouri,Madison County,4581,1017,0,0
2055,Missouri,Maries County,3890,814,0,0
2056,Missouri,Marion County,9910,3201,0,0
2057,Missouri,Mercer County,1541,222,0,0
2058,Missouri,Miller County,10175,2038,0,0
2059,Missouri,Mississippi County,3537,1178,0,0
2060,Missouri,Moniteau County,5738,1307,0,0
2061,Missouri,Monroe County,3466,931,0,0
2062,Missouri,Montgomery County,4457,1206,0,0
2063,Missouri,Morgan County,7439,1924,0,0
2064,Missouri,New Madrid County,5447,1748,0,0
2065,Missouri,Newton County,22090,5793,0,0
2066,Missouri,Nodaway County,6855,2849,0,0
2067,Missouri,Oregon County,3847,823,0,0
2068,Missouri,Osage County,6341,1031,0,0
2069,Missouri,Ozark County,4064,752,0,0
2070,Missouri,Pemiscot County,4116,1556,0,0
2071,Missouri,Perry County,7634,1661,0,0
2072,Missouri,Pettis County,13835,4776,0,0
2073,Missouri,Phelps County,13438,5619,0,0
2074,Missouri,Pike County,5856,1717,0,0
2075,Missouri,Platte County,29251,28111,0,0
2076,Missouri,Polk County,11849,2883,0,0
2077,Missouri,Pulaski County,10326,3735,0,0
2078,Missouri,Putnam County,1984,361,0,0
2079,Missouri,Ralls County,4396,1205,0,0
2080,Missouri,Randolph County,8018,2485,0,0
2081,Missouri,Ray County,8328,3107,0,0
2082,Missouri,Reynolds County,2733,529,0,0
2083,Missouri,Ripley County,4838,833,0,0
2084,Missouri,St. Charles County,128193,89346,0,0
2085,Missouri,St. Clair County,3930,988,0,0
2086,Missouri,Ste. Genevieve County,6627,2713,0,0
2087,Missouri,St. Francois County,20506,7044,0,0
2088,Missouri,St. Louis County,196808,322802,0,0
2089,Missouri,Saline County,6447,2903,0,0
2090,Missouri,Schuyler County,1606,373,0,0
2091,Missouri,Scotland County,1560,387,0,0
2092,Missouri,Scott County,13769,3753,0,0
2093,Missouri,Shannon County,3164,706,0,0
2094,Missouri,Shelby County,2700,592,0,0
2095,Missouri,Stoddard County,11460,1814,0,0
2096,Missouri,Stone County,14716,3486,0,0
2097,Missouri,Sullivan County,1974,478,0,0
2098,Missouri,Taney County,20426,5325,0,0
2099,Missouri,Texas County,9478,1716,0,0
2100,Missouri,Vernon County,7135,1902,0,0
2101,Missouri,Warren County,13222,4769,0,0
2102,Missouri,Washington County,8046,1804,0,0
2103,Missouri,Wayne County,4984,844,0,0
2104,Missouri,Webster County,14874,3572,0,0
2105,Missouri,Worth County,877,215,0,0
2106,Missouri,Wright County,7452,1167,0,0
2107,Missouri,St. Louis city,21185,108385,0,0
2108,Montana,Beaverhead County,3923,1608,0,0
2109,Montana,Big Horn County,2185,2401,0,0
2110,Montana,Blaine County,1469,1589,0,0
2111,Montana,Broadwater County,3139,830,0,0
2112,Montana,Carbon County,4424,2412,0,0
2113,Montana,Carter County,775,74,0,0
2114,Montana,Cascade County,23199,15384,0,0
2115,Montana,Chouteau County,1888,988,0,0
2116,Montana,Custer County,4204,1510,0,0
2117,Montana,Daniels County,799,195,0,0
2118,Montana,Dawson County,3758,962,0,0
2119,Montana,Deer Lodge County,2184,2562,0,0
2120,Montana,Fallon County,1375,172,0,0
2121,Montana,Fergus County,4830,1491,0,0
2122,Montana,Flathead County,38233,20238,0,0
2123,Montana,Gallatin County,31639,36964,0,0
2124,Montana,Garfield County,764,41,0,0
2125,Montana,Glacier County,1882,3603,0,0
2126,Montana,Golden Valley County,414,78,0,0
2127,Montana,Granite County,1419,638,0,0
2128,Montana,Hill County,3952,2972,0,0
2129,Montana,Jefferson County,5345,2625,0,0
2130,Montana,Judith Basin County,1040,275,0,0
2131,Montana,Lake County,9319,6911,0,0
2132,Montana,Lewis and Clark County,21407,19741,0,0
2133,Montana,Liberty County,821,249,0,0
2134,Montana,Lincoln County,8516,2812,0,0
2135,Montana,McCone County,956,155,0,0
2136,Montana,Madison County,4186,1770,0,0
2137,Montana,Meagher County,833,258,0,0
2138,Montana,Mineral County,1828,686,0,0
2139,Montana,Missoula County,26336,43351,0,0
2140,Montana,Musselshell County,2423,413,0,0
2141,Montana,Park County,6022,5277,0,0
2142,Montana,Petroleum County,298,39,0,0
2143,Montana,Phillips County,1936,414,0,0
2144,Montana,Pondera County,2030,903,0,0
2145,Montana,Powder River County,970,154,0,0
2146,Montana,Powell County,2347,752,0,0
2147,Montana,Prairie County,603,126,0,0
2148,Montana,Ravalli County,19103,8757,0,0
2149,Montana,Richland County,4792,874,0,0
2150,Montana,Roosevelt County,1991,1902,0,0
2151,Montana,Rosebud County,2485,1199,0,0
2152,Montana,Sanders County,5660,1819,0,0
2153,Montana,Sheridan County,1402,574,0,0
2154,Montana,Silver Bow County,7790,10442,0,0
2155,Montana,Stillwater County,4430,1155,0,0
2156,Montana,Sweet Grass County,1840,549,0,0
2157,Montana,Teton County,2608,1007,0,0
2158,Montana,Toole County,1596,467,0,0
2159,Montana,Treasure County,373,78,0,0
2160,Montana,Valley County,3135,1030,0,0
2161,Montana,Wheatland County,823,225,0,0
2162,Montana,Wibaux County,516,77,0,0
2163,Montana,Yellowstone County,49548,29936,0,0
2164,Nebraska,Adams County,9993,4171,0,0
2165,Nebraska,Antelope County,3076,449,0,0
2166,Nebraska,Arthur County,260,21,0,0
2167,Nebraska,Banner County,362,43,0,0
2168,Nebraska,Blaine County,280,35,0,0
2169,Nebraska,Boone County,2653,499,0,0
2170,Nebraska,Box Butte County,3920,1037,0,0
2171,Nebraska,Boyd County,1006,135,0,0
2172,Nebraska,Brown County,1468,190,0,0
2173,Nebraska,Buffalo County,16473,6292,0,0
2174,Nebraska,Burt County,2560,1061,0,0
2175,Nebraska,Butler County,3526,869,0,0
2176,Nebraska,Cass County,9296,4364,0,0
2177,Nebraska,Cedar County,4174,725,0,0
2178,Nebraska,Chase County,1714,226,0,0
2179,Nebraska,Cherry County,2838,367,0,0
2180,Nebraska,Cheyenne County,3782,851,0,0
2181,Nebraska,Clay County,2840,631,0,0
2182,Nebraska,Colfax County,2635,1024,0,0
2183,Nebraska,Cuming County,3476,862,0,0
2184,Nebraska,Custer County,4996,768,0,0
2185,Nebraska,Dakota County,3869,2696,0,0
2186,Nebraska,Dawes County,2919,1076,0,0
2187,Nebraska,Dawson County,6487,2484,0,0
2188,Nebraska,Deuel County,901,153,0,0
2189,Nebraska,Dixon County,2335,651,0,0
2190,Nebraska,Dodge County,10963,5526,0,0
2191,Nebraska,Douglas County,112354,141140,0,0
2192,Nebraska,Dundy County,883,105,0,0
2193,Nebraska,Fillmore County,2333,691,0,0
2194,Nebraska,Franklin County,1434,276,0,0
2195,Nebraska,Frontier County,1207,185,0,0
2196,Nebraska,Furnas County,2155,397,0,0
2197,Nebraska,Gage County,7397,3373,0,0
2198,Nebraska,Garden County,1016,161,0,0
2199,Nebraska,Garfield County,925,133,0,0
2200,Nebraska,Gosper County,893,215,0,0
2201,Nebraska,Grant County,373,20,0,0
2202,Nebraska,Greeley County,1015,228,0,0
2203,Nebraska,Hall County,15950,7551,0,0
2204,Nebraska,Hamilton County,4297,1117,0,0
2205,Nebraska,Harlan County,1615,282,0,0
2206,Nebraska,Hayes County,492,34,0,0
2207,Nebraska,Hitchcock County,1260,174,0,0
2208,Nebraska,Holt County,4717,678,0,0
2209,Nebraska,Hooker County,376,59,0,0
2210,Nebraska,Howard County,2786,648,0,0
2211,Nebraska,Jefferson County,2593,1009,0,0
2212,Nebraska,Johnson County,1517,646,0,0
2213,Nebraska,Kearney County,2812,699,0,0
2214,Nebraska,Keith County,3525,760,0,0
2215,Nebraska,Keya Paha County,476,49,0,0
2216,Nebraska,Kimball County,1553,267,0,0
2217,Nebraska,Knox County,3719,903,0,0
2218,Nebraska,Lancaster County,68321,80513,0,0
2219,Nebraska,Lincoln County,12887,3655,0,0
2220,Nebraska,Logan County,407,38,0,0
2221,Nebraska,Loup County,370,75,0,0
2222,Nebraska,McPherson County,274,17,0,0
2223,Nebraska,Madison County,11678,3393,0,0
2224,Nebraska,Merrick County,3407,740,0,0
2225,Nebraska,Morrill County,2113,386,0,0
2226,Nebraska,Nance County,1430,358,0,0
2227,Nebraska,Nemaha County,2396,911,0,0
2228,Nebraska,Nuckolls County,1850,409,0,0
2229,Nebraska,Otoe County,5609,2481,0,0
2230,Nebraska,Pawnee County,1069,322,0,0
2231,Nebraska,Perkins County,1316,199,0,0
2232,Nebraska,Phelps County,4131,749,0,0
2233,Nebraska,Pierce County,3462,480,0,0
2234,Nebraska,Platte County,11827,3208,0,0
2235,Nebraska,Polk County,2286,527,0,0
2236,Nebraska,Red Willow County,4525,811,0,0
2237,Nebraska,Richardson County,2981,981,0,0
2238,Nebraska,Rock County,741,84,0,0
2239,Nebraska,Saline County,3458,1737,0,0
2240,Nebraska,Sarpy County,51518,41029,0,0
2241,Nebraska,Saunders County,9036,3318,0,0
2242,Nebraska,Scotts Bluff County,10810,4133,0,0
2243,Nebraska,Seward County,6424,2430,0,0
2244,Nebraska,Sheridan County,2292,340,0,0
2245,Nebraska,Sherman County,1306,341,0,0
2246,Nebraska,Sioux County,640,72,0,0
2247,Nebraska,Stanton County,2561,532,0,0
2248,Nebraska,Thayer County,2285,619,0,0
2249,Nebraska,Thomas County,377,45,0,0
2250,Nebraska,Thurston County,1164,1107,0,0
2251,Nebraska,Valley County,1892,410,0,0
2252,Nebraska,Washington County,8533,3547,0,0
2253,Nebraska,Wayne County,3055,1022,0,0
2254,Nebraska,Webster County,1511,335,0,0
2255,Nebraska,Wheeler County,437,59,0,0
2256,Nebraska,York County,5296,1619,0,0
2257,Nevada,Churchill County,9088,2966,0,0
2258,Nevada,Clark County,379570,457312,0,0
2259,Nevada,Douglas County,21237,11390,0,0
2260,Nevada,Elko County,15726,4246,0,0
2261,Nevada,Esmeralda County,389,72,0,0
2262,Nevada,Eureka County,833,92,0,0
2263,Nevada,Humboldt County,5531,1608,0,0
2264,Nevada,Lander County,2110,478,0,0
2265,Nevada,Lincoln County,1949,318,0,0
2266,Nevada,Lyon County,20302,8264,0,0
2267,Nevada,Mineral County,1343,759,0,0
2268,Nevada,Nye County,15791,6618,0,0
2269,Nevada,Pershing County,1668,525,0,0
2270,Nevada,Storey County,1905,899,0,0
2271,Nevada,Washoe County,113450,123690,0,0
2272,Nevada,White Pine County,3238,836,0,0
2273,Nevada,Carson City,15771,12485,0,0
2274,New Hampshire,Alton,2420,1439,0,0
2275,New Hampshire,Barnstead,1698,1150,0,0
2276,New Hampshire,Belmont,2365,1609,0,0
2277,New Hampshire,Center Harbor,407,379,0,0
2278,New Hampshire,Gilford,2748,2508,0,0
2279,New Hampshire,Gilmanton,1423,1020,0,0
2280,New Hampshire,Laconia,4613,4103,0,0
2281,New Hampshire,Meredith,2208,2139,0,0
2282,New Hampshire,New Hampton,810,697,0,0
2283,New Hampshire,Sanbornton,1134,875,0,0
2284,New Hampshire,Tilton,1044,938,0,0
2285,New Hampshire,Albany,190,250,0,0
2286,New Hampshire,Bartlett,773,1374,0,0
2287,New Hampshire,Brookfield,315,218,0,0
2288,New Hampshire,Chatham,130,106,0,0
2289,New Hampshire,Conway,2380,3380,0,0
2290,New Hampshire,Eaton,117,188,0,0
2291,New Hampshire,Effingham,526,391,0,0
2292,New Hampshire,Freedom,538,538,0,0
2293,New Hampshire,Harts Location,20,23,0,0
2294,New Hampshire,Jackson,212,567,0,0
2295,New Hampshire,Madison,760,926,0,0
2296,New Hampshire,Moultonborough,1997,1605,0,0
2297,New Hampshire,Ossipee,1487,965,0,0
2298,New Hampshire,Sandwich,413,718,0,0
2299,New Hampshire,Tamworth,838,899,0,0
2300,New Hampshire,Tuftonboro,1012,875,0,0
2301,New Hampshire,Wakefield,1986,1240,0,0
2302,New Hampshire,Wolfeboro,2371,2355,0,0
2303,New Hampshire,Alstead,477,684,0,0
2304,New Hampshire,Chesterfield,958,1390,0,0
2305,New Hampshire,Dublin,404,687,0,0
2306,New Hampshire,Fitzwilliam,682,666,0,0
2307,New Hampshire,Gilsum,263,240,0,0
2308,New Hampshire,Harrisville,201,553,0,0
2309,New Hampshire,Hinsdale,829,1048,0,0
2310,New Hampshire,Jaffrey,1410,1528,0,0
2311,New Hampshire,Keene,3758,8950,0,0
2312,New Hampshire,Marlborough,441,806,0,0
2313,New Hampshire,Marlow,207,277,0,0
2314,New Hampshire,Nelson,164,275,0,0
2315,New Hampshire,Richmond,413,292,0,0
2316,New Hampshire,Rindge,2144,1443,0,0
2317,New Hampshire,Roxbury,52,92,0,0
2318,New Hampshire,Stoddard,430,419,0,0
